Order	Genus	species	Taxon	Phyname	Family	V1	V2	HYP	AA	GO	SF	OT	BU	AL	OL	How scored	Notes	MASS	MASS_our	Mass_Phy	Mass_bm	Mass_Juha1	Mass_Juha2	Mass_Dam	Comments
Artiodactyla	Moschus	berezovskii	Moschus berezovskii	Moschus_berezovskii_Centroid	Moschidae	Moschus	Moschidae	1	1	0	0	0	0	1	0			10.9	10.9	9	10.9	11.6885	12.47741	NA	
Artiodactyla	Moschus	chrysogaster	Moschus chrysogaster	Moschus_chrysogaster_Centroid	Moschidae	Moschus	Moschidae	1	1	0	0	0	0	1	0			11	11	14.5	11	14	13.6979	NA	
Artiodactyla	Moschus	cupreus	Moschus cupreus	Moschus_cupreus_Centroid	Moschidae	Moschus	Moschidae	1	1	0	0	0	0	1	0			12	12	14.5	12	NA	NA	NA	
Artiodactyla	Moschus	fuscus	Moschus fuscus	Moschus_fuscus_Centroid	Moschidae	Moschus	Moschidae	1	1	0	0	0	0	1	0			13.7	13.7	12.5	13.7	12.5	13.6979	NA	
Artiodactyla	Moschus	leucogaster	Moschus leucogaster	Moschus_leucogaster_Centroid	Moschidae	Moschus	Moschidae	1	1	0	0	0	0	1	0			12	12	15.5	12	NA	NA	NA	
Artiodactyla	Moschus	moschiferus	Moschus moschiferus	Moschus_moschiferus_Centroid	Moschidae	Moschus	Moschidae	2	1	0	0	0	0	1	0			12	12	13	12	12.5	13.31557	NA	
Artiodactyla	Babyrousa	babyrussa	Babyrousa babyrussa	Babyrousa_babyrussa_Centroid	Suidae	Babyrousa	Suidae	1	0	0	0	0	1	0	0	old scores		85	85	100	85	71.5	92.95009	NA	
Artiodactyla	Babyrousa	celebensis	Babyrousa celebensis	Babyrousa_celebensis_Centroid	Suidae	Babyrousa	Suidae	1	0	0	0	0	1	0	0	old scores		80	80	84.3	80	NA	NA	NA	
Artiodactyla	Babyrousa	togeanensis	Babyrousa togeanensis	Babyrousa_togeanensis_Centroid	Suidae	Babyrousa	Suidae	1	0	0	0	0	1	0	0	old scores		100	100	113.8	80	NA	NA	NA	
Artiodactyla	Hylochoerus	meinertzhageni	Hylochoerus meinertzhageni	Hylochoerus_meinertzhageni_Centroid	Suidae	Hylochoerus	Suidae	2	0	0	0	0	0	0	1			203	203	188.5	203	177.5	198.13047	NA	
Artiodactyla	Kolpochoerus	majus	Kolpochoerus majus	Kolpochoerus_majus_Centroid	Suidae	Kolpochoerus	Suidae	2	0	0	0	1	0	0	0	Fortelius 2016		265	NA	264.5	NA	NA	NA	NA	
Artiodactyla	Metridiochoerus	compactus	Metridiochoerus compactus	Metridiochoerus_compactus_Centroid	Suidae	Metridiochoerus	Suidae	3	0	0	0	1	0	0	0	Fortelius 2016		142	NA	142	NA	NA	NA	NA	
Artiodactyla	Phacochoerus	aethiopicus	Phacochoerus aethiopicus	Phacochoerus_aethiopicus_Centroid	Suidae	Phacochoerus	Suidae	3	0	0	0	1	0	0	0			71	71	71	71	82.7	75.60752	60.9	
Artiodactyla	Phacochoerus	africanus	Phacochoerus africanus	Phacochoerus_africanus_Centroid	Suidae	Phacochoerus	Suidae	3	0	0	0	1	0	0	0			82.5	82.5	82.5	82.5	97.5	82.49999	NA	
Artiodactyla	Porcula	salvania	Porcula salvania	Porcula_salvania_Centroid	Suidae	Porcula	Suidae	1	0	0	0	0	1	0	0	pictures		7.7	NA	7.7	NA	NA	NA	NA	
Artiodactyla	Potamochoerus	larvatus	Potamochoerus larvatus	Potamochoerus_larvatus_Centroid	Suidae	Potamochoerus	Suidae	1	0	0	0	0	1	0	0			84.5	84.5	97.5	84.5	98	69.06379	NA	
Artiodactyla	Potamochoerus	porcus	Potamochoerus porcus	Potamochoerus_porcus_Centroid	Suidae	Potamochoerus	Suidae	1	0	0	0	0	1	0	0			71	71	70	71	87.3	70.00031	65.7	
Artiodactyla	Sus	ahoenobarbus	Sus ahoenobarbus	Sus_ahoenobarbus_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0			150	150	56.7	150	150	NA	NA	
Artiodactyla	Sus	barbatus	Sus barbatus	Sus_barbatus_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0			70	70	70.5	103	95.5	135.80595	NA	
Artiodactyla	Sus	brachgnathus	Sus brachgnathus	Sus_brachgnathus_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0	by genus		38.1	NA	38.1	NA	NA	NA	NA	
Artiodactyla	Sus	bucculentus	Sus bucculentus	Sus_bucculentus_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0			80	80	101.1	80	NA	NA	NA	
Artiodactyla	Sus	cebifrons	Sus cebifrons	Sus_cebifrons_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0			30	30	32.5	30	105.396	190.7923	NA	
Artiodactyla	Sus	celebensis	Sus celebensis	Sus_celebensis_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0			54	54	55	54	55	53.81321	NA	
Artiodactyla	Sus	oliveri	Sus oliveri	Sus_oliveri_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0			100	100	44.8	10	NA	NA	NA	
Artiodactyla	Sus	philippensis	Sus philippensis	Sus_philippensis_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0			102	102	44.3	102	189.396	190.7923	NA	
Artiodactyla	Sus	scrofa	Sus scrofa	Sus_scrofa_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0			80	80	101.1	80	185.95	84.47154	55.3	
Artiodactyla	Sus	verrucosus	Sus verrucosus	Sus_verrucosus_Centroid	Suidae	Sus	Suidae	1	0	0	0	0	1	0	0			89.4	89.4	92.5	89.4	92.5	89.40623	NA	
Artiodactyla	Catagonus	stenocephalus	Catagonus stenocephalus	Catagonus_stenocephalus_Centroid	Tayassuidae	Catagonus	Tayassuidae	1	0	0	0	0	0	0	1	by genus		34.9	NA	34.9	NA	NA	NA	NA	
Artiodactyla	Catagonus	wagneri	Catagonus wagneri	Catagonus_wagneri_Centroid	Tayassuidae	Catagonus	Tayassuidae	1	0	0	0	0	0	0	1			35.3	35.3	35.6	35.3	39	35.5664	NA	
Artiodactyla	Muknalia	minima	Muknalia minima	Muknalia_minima_Centroid	Tayassuidae	Muknalia	Tayassuidae	1	0	0	0	0	0	0	1	by genus		20.5	NA	20.5	NA	NA	NA	NA	
Artiodactyla	Mylohyus	nasutus	Mylohyus nasutus	Mylohyus_nasutus_Centroid	Tayassuidae	Mylohyus	Tayassuidae	1	0	0	0	0	0	0	1	by genus		75	NA	75	NA	NA	NA	NA	
Artiodactyla	Pecari	tajacu	Pecari tajacu	Pecari_tajacu_Centroid	Tayassuidae	Pecari	Tayassuidae	1	0	0	0	0	0	0	1			20.2	20.2	21.3	20.2	25.5	21.13369	17.52	
Artiodactyla	Platygonus	compressus	Platygonus compressus	Platygonus_compressus_Centroid	Tayassuidae	Platygonus	Tayassuidae	1	0	0	0	0	0	0	1	by genus		30	30	110	NA	NA	NA	NA	
Artiodactyla	Tayassu	pecari	Tayassu pecari	Tayassu_pecari_Centroid	Tayassuidae	Tayassu	Tayassuidae	1	0	0	0	0	1	0	0			32	32	32.2	32	37	31.79871	32.5	
Artiodactyla	Hyemoschus	aquaticus	Hyemoschus aquaticus	Hyemoschus_aquaticus_Centroid	Tragulidae	Hyemoschus	Tragulidae	1	0	1	0	0	0	1	1			12.3	12.3	10.8	12.3	12	10.85	13.3	
Artiodactyla	Moschiola	indica	Moschiola indica	Moschiola_indica_Centroid	Tragulidae	Moschiola	Tragulidae	1	1	0	0	0	0	1	0	by genus		3	NA	3	NA	NA	NA	NA	
Artiodactyla	Moschiola	kathygre	Moschiola kathygre	Moschiola_kathygre_Centroid	Tragulidae	Moschiola	Tragulidae	1	1	0	0	0	0	1	0	by genus		2	NA	2	NA	NA	NA	NA	
Artiodactyla	Moschiola	meminna	Moschiola meminna	Moschiola_meminna_Centroid	Tragulidae	Moschiola	Tragulidae	1	1	0	0	0	0	1	0			3	3	2.4	26.9	3.6475	3.13095	3.2	
Artiodactyla	Tragulus	javanicus	Tragulus javanicus	Tragulus_javanicus_Centroid	Tragulidae	Tragulus	Tragulidae	1	0	0	1	0	0	0	1			3	3	2.8	3	2.275	1.88993	NA	
Artiodactyla	Tragulus	kanchil	Tragulus kanchil	Tragulus_kanchil_Centroid	Tragulidae	Tragulus	Tragulidae	1	0	1	0	0	0	1	1			2	2	2	4.4	4.412	NA	NA	
Artiodactyla	Tragulus	napu	Tragulus napu	Tragulus_napu_Centroid	Tragulidae	Tragulus	Tragulidae	1	1	0	0	0	0	1	0			5.9	5.9	4	5.9	5.255	5.27367	NA	
Artiodactyla	Tragulus	nigricans	Tragulus nigricans	Tragulus_nigricans_Centroid	Tragulidae	Tragulus	Tragulidae	1	1	0	0	0	0	1	0			2.5	2.5	2.5	4.4	4.35	NA	NA	
Artiodactyla	Tragulus	versicolor	Tragulus versicolor	Tragulus_versicolor_Centroid	Tragulidae	Tragulus	Tragulidae	1	1	0	0	0	0	1	0			1.7	1.7	1.7	4.4	NA	NA	NA	
Artiodactyla	Tragulus	williamsoni	Tragulus williamsoni	Tragulus_williamsoni_Centroid	Tragulidae	Tragulus	Tragulidae	1	1	0	0	0	0	1	0			1.5	1.5	1.9	4.4	NA	NA	NA	
Cetacea	Balaena	mysticetus	Balaena mysticetus	Balaena_mysticetus_Centroid	Balaenidae	Balaena	Balaenidae	NA	NA	NA	NA	NA	NA	NA	NA	aquatic			NA	1e+//0-	NA	NA	NA	NA	
Cetacea	Eubalaena	australis	Eubalaena australis	Eubalaena_australis_Centroid	Balaenidae	Eubalaena	Balaenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	23000	NA	NA	NA	NA	
Cetacea	Eubalaena	glacialis	Eubalaena glacialis	Eubalaena_glacialis_Centroid	Balaenidae	Eubalaena	Balaenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	23000	NA	NA	NA	NA	
Cetacea	Eubalaena	japonica	Eubalaena japonica	Eubalaena_japonica_Centroid	Balaenidae	Eubalaena	Balaenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	23000	NA	NA	NA	NA	
Cetacea	Balaenoptera	acutorostrata	Balaenoptera acutorostrata	Balaenoptera_acutorostrata_Centroid	Balaenopteridae	Balaenoptera	Balaenopteridae	NA	NA	NA	NA	NA	NA	NA	NA	aquatic			NA	10000	NA	NA	NA	NA	
Cetacea	Balaenoptera	bonaerensis	Balaenoptera bonaerensis	Balaenoptera_bonaerensis_Centroid	Balaenopteridae	Balaenoptera	Balaenopteridae	NA	NA	NA	NA	NA	NA	NA	NA	aquatic			NA	7450	NA	NA	NA	NA	
Cetacea	Balaenoptera	borealis	Balaenoptera borealis	Balaenoptera_borealis_Centroid	Balaenopteridae	Balaenoptera	Balaenopteridae	NA	NA	NA	NA	NA	NA	NA	NA				NA	20000	NA	NA	NA	NA	
Cetacea	Balaenoptera	edeni	Balaenoptera edeni	Balaenoptera_edeni_Centroid	Balaenopteridae	Balaenoptera	Balaenopteridae	NA	NA	NA	NA	NA	NA	NA	NA				NA	20000	NA	NA	NA	NA	
Cetacea	Balaenoptera	musculus	Balaenoptera musculus	Balaenoptera_musculus_Centroid	Balaenopteridae	Balaenoptera	Balaenopteridae	NA	NA	NA	NA	NA	NA	NA	NA				NA	190000	NA	NA	NA	NA	
Cetacea	Balaenoptera	omurai	Balaenoptera omurai	Balaenoptera_omurai_Centroid	Balaenopteridae	Balaenoptera	Balaenopteridae	NA	NA	NA	NA	NA	NA	NA	NA				NA	7334	NA	NA	NA	NA	
Cetacea	Balaenoptera	physalus	Balaenoptera physalus	Balaenoptera_physalus_Centroid	Balaenopteridae	Balaenoptera	Balaenopteridae	NA	NA	NA	NA	NA	NA	NA	NA				NA	70000	NA	NA	NA	NA	
Cetacea	Eschrichtius	robustus	Eschrichtius robustus	Eschrichtius_robustus_Centroid	Balaenopteridae	Eschrichtius	Eschrichtiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	28500	NA	NA	NA	NA	
Cetacea	Megaptera	novaeangliae	Megaptera novaeangliae	Megaptera_novaeangliae_Centroid	Balaenopteridae	Megaptera	Balaenopteridae	NA	NA	NA	NA	NA	NA	NA	NA				NA	30000	NA	NA	NA	NA	
Cetacea	Caperea	marginata	Caperea marginata	Caperea_marginata_Centroid	Cetotheriidae	Caperea	Neobalaenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	32000	NA	NA	NA	NA	
Cetacea	Cephalorhynchus	commersonii	Cephalorhynchus commersonii	Cephalorhynchus_commersonii_Centroid	Delphinidae	Cephalorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	72.4	NA	NA	NA	NA	
Cetacea	Cephalorhynchus	eutropia	Cephalorhynchus eutropia	Cephalorhynchus_eutropia_Centroid	Delphinidae	Cephalorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	45	NA	NA	NA	NA	
Cetacea	Cephalorhynchus	heavisidii	Cephalorhynchus heavisidii	Cephalorhynchus_heavisidii_Centroid	Delphinidae	Cephalorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	40	NA	NA	NA	NA	
Cetacea	Cephalorhynchus	hectori	Cephalorhynchus hectori	Cephalorhynchus_hectori_Centroid	Delphinidae	Cephalorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	50	NA	NA	NA	NA	
Cetacea	Delphinus	capensis	Delphinus capensis	Delphinus_capensis_Centroid	Delphinidae	Delphinus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	128.1	NA	NA	NA	NA	
Cetacea	Delphinus	delphis	Delphinus delphis	Delphinus_delphis_Centroid	Delphinidae	Delphinus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	80	NA	NA	NA	NA	
Cetacea	Feresa	attenuata	Feresa attenuata	Feresa_attenuata_Centroid	Delphinidae	Feresa	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	170	NA	NA	NA	NA	
Cetacea	Globicephala	macrorhynchus	Globicephala macrorhynchus	Globicephala_macrorhynchus_Centroid	Delphinidae	Globicephala	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	726	NA	NA	NA	NA	
Cetacea	Globicephala	melas	Globicephala melas	Globicephala_melas_Centroid	Delphinidae	Globicephala	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	800	NA	NA	NA	NA	
Cetacea	Grampus	griseus	Grampus griseus	Grampus_griseus_Centroid	Delphinidae	Grampus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	387.5	NA	NA	NA	NA	
Cetacea	Lagenodelphis	hosei	Lagenodelphis hosei	Lagenodelphis_hosei_Centroid	Delphinidae	Lagenodelphis	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	164	NA	NA	NA	NA	
Cetacea	Lagenorhynchus	acutus	Lagenorhynchus acutus	Lagenorhynchus_acutus_Centroid	Delphinidae	Lagenorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	182	NA	NA	NA	NA	
Cetacea	Lagenorhynchus	albirostris	Lagenorhynchus albirostris	Lagenorhynchus_albirostris_Centroid	Delphinidae	Lagenorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	180	NA	NA	NA	NA	
Cetacea	Lagenorhynchus	australis	Lagenorhynchus australis	Lagenorhynchus_australis_Centroid	Delphinidae	Lagenorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	120	NA	NA	NA	NA	
Cetacea	Lagenorhynchus	cruciger	Lagenorhynchus cruciger	Lagenorhynchus_cruciger_Centroid	Delphinidae	Lagenorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	110	NA	NA	NA	NA	
Cetacea	Lagenorhynchus	obliquidens	Lagenorhynchus obliquidens	Lagenorhynchus_obliquidens_Centroid	Delphinidae	Lagenorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	120	NA	NA	NA	NA	
Cetacea	Lagenorhynchus	obscurus	Lagenorhynchus obscurus	Lagenorhynchus_obscurus_Centroid	Delphinidae	Lagenorhynchus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	127.5	NA	NA	NA	NA	
Cetacea	Lissodelphis	borealis	Lissodelphis borealis	Lissodelphis_borealis_Centroid	Delphinidae	Lissodelphis	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	113	NA	NA	NA	NA	
Cetacea	Lissodelphis	peronii	Lissodelphis peronii	Lissodelphis_peronii_Centroid	Delphinidae	Lissodelphis	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	116	NA	NA	NA	NA	
Cetacea	Orcaella	brevirostris	Orcaella brevirostris	Orcaella_brevirostris_Centroid	Delphinidae	Orcaella	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	190	NA	NA	NA	NA	
Cetacea	Orcaella	heinsohni	Orcaella heinsohni	Orcaella_heinsohni_Centroid	Delphinidae	Orcaella	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	227.8	NA	NA	NA	NA	
Cetacea	Orcinus	orca	Orcinus orca	Orcinus_orca_Centroid	Delphinidae	Orcinus	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	4300	NA	NA	NA	NA	
Cetacea	Peponocephala	electra	Peponocephala electra	Peponocephala_electra_Centroid	Delphinidae	Peponocephala	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	206	NA	NA	NA	NA	
Cetacea	Pseudorca	crassidens	Pseudorca crassidens	Pseudorca_crassidens_Centroid	Delphinidae	Pseudorca	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	1360	NA	NA	NA	NA	
Cetacea	Sotalia	fluviatilis	Sotalia fluviatilis	Sotalia_fluviatilis_Centroid	Delphinidae	Sotalia	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	55	NA	NA	NA	NA	
Cetacea	Sotalia	guianensis	Sotalia guianensis	Sotalia_guianensis_Centroid	Delphinidae	Sotalia	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	80	NA	NA	NA	NA	
Cetacea	Sousa	chinensis	Sousa chinensis	Sousa_chinensis_Centroid	Delphinidae	Sousa	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	280	NA	NA	NA	NA	
Cetacea	Sousa	teuszii	Sousa teuszii	Sousa_teuszii_Centroid	Delphinidae	Sousa	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	100	NA	NA	NA	NA	
Cetacea	Stenella	attenuata	Stenella attenuata	Stenella_attenuata_Centroid	Delphinidae	Stenella	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	57.4	NA	NA	NA	NA	
Cetacea	Stenella	clymene	Stenella clymene	Stenella_clymene_Centroid	Delphinidae	Stenella	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	68	NA	NA	NA	NA	
Cetacea	Stenella	coeruleoalba	Stenella coeruleoalba	Stenella_coeruleoalba_Centroid	Delphinidae	Stenella	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	135.9	NA	NA	NA	NA	
Cetacea	Stenella	frontalis	Stenella frontalis	Stenella_frontalis_Centroid	Delphinidae	Stenella	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	110	NA	NA	NA	NA	
Cetacea	Stenella	longirostris	Stenella longirostris	Stenella_longirostris_Centroid	Delphinidae	Stenella	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	50.5	NA	NA	NA	NA	
Cetacea	Steno	bredanensis	Steno bredanensis	Steno_bredanensis_Centroid	Delphinidae	Steno	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	130	NA	NA	NA	NA	
Cetacea	Tursiops	aduncus	Tursiops aduncus	Tursiops_aduncus_Centroid	Delphinidae	Tursiops	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	131.6	NA	NA	NA	NA	
Cetacea	Tursiops	truncatus	Tursiops truncatus	Tursiops_truncatus_Centroid	Delphinidae	Tursiops	Delphinidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	175	NA	NA	NA	NA	
Cetacea	Inia	geoffrensis	Inia geoffrensis	Inia_geoffrensis_Centroid	Iniidae	Inia	Iniidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	129.2	NA	NA	NA	NA	
Cetacea	Lipotes	vexillifer	Lipotes vexillifer	Lipotes_vexillifer_Centroid	Iniidae	Lipotes	Iniidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	83.5	NA	NA	NA	NA	
Cetacea	Pontoporia	blainvillei	Pontoporia blainvillei	Pontoporia_blainvillei_Centroid	Iniidae	Pontoporia	Iniidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	40.5	NA	NA	NA	NA	
Cetacea	Delphinapterus	leucas	Delphinapterus leucas	Delphinapterus_leucas_Centroid	Monodontidae	Delphinapterus	Monodontidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	1360	NA	NA	NA	NA	
Cetacea	Monodon	monoceros	Monodon monoceros	Monodon_monoceros_Centroid	Monodontidae	Monodon	Monodontidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	900	NA	NA	NA	NA	
Cetacea	Neophocaena	asiaeorientalis	Neophocaena asiaeorientalis	Neophocaena_asiaeorientalis_Centroid	Phocoenidae	Neophocaena	Phocoenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	33.5	NA	NA	NA	NA	
Cetacea	Neophocaena	phocaenoides	Neophocaena phocaenoides	Neophocaena_phocaenoides_Centroid	Phocoenidae	Neophocaena	Phocoenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	32.5	NA	NA	NA	NA	
Cetacea	Phocoena	dioptrica	Phocoena dioptrica	Phocoena_dioptrica_Centroid	Phocoenidae	Phocoena	Phocoenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	65	NA	NA	NA	NA	
Cetacea	Phocoena	phocoena	Phocoena phocoena	Phocoena_phocoena_Centroid	Phocoenidae	Phocoena	Phocoenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	52.5	NA	NA	NA	NA	
Cetacea	Phocoena	sinus	Phocoena sinus	Phocoena_sinus_Centroid	Phocoenidae	Phocoena	Phocoenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	42.5	NA	NA	NA	NA	
Cetacea	Phocoena	spinipinnis	Phocoena spinipinnis	Phocoena_spinipinnis_Centroid	Phocoenidae	Phocoena	Phocoenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	60	NA	NA	NA	NA	
Cetacea	Phocoenoides	dalli	Phocoenoides dalli	Phocoenoides_dalli_Centroid	Phocoenidae	Phocoenoides	Phocoenidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	102.5	NA	NA	NA	NA	
Cetacea	Kogia	breviceps	Kogia breviceps	Kogia_breviceps_Centroid	Physeteridae	Kogia	Physeteridae	NA	NA	NA	NA	NA	NA	NA	NA				NA	431.5	NA	NA	NA	NA	
Cetacea	Kogia	sima	Kogia sima	Kogia_sima_Centroid	Physeteridae	Kogia	Physeteridae	NA	NA	NA	NA	NA	NA	NA	NA				NA	183.1	NA	NA	NA	NA	
Cetacea	Physeter	macrocephalus	Physeter macrocephalus	Physeter_macrocephalus_Centroid	Physeteridae	Physeter	Physeteridae	NA	NA	NA	NA	NA	NA	NA	NA				NA	14025	NA	NA	NA	NA	
Cetacea	Platanista	gangetica	Platanista gangetica	Platanista_gangetica_Centroid	Platanistidae	Platanista	Platanistidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	115	NA	NA	NA	NA	
Cetacea	Berardius	arnuxii	Berardius arnuxii	Berardius_arnuxii_Centroid	Ziphiidae	Berardius	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	7000	NA	NA	NA	NA	
Cetacea	Berardius	bairdii	Berardius bairdii	Berardius_bairdii_Centroid	Ziphiidae	Berardius	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	11380	NA	NA	NA	NA	
Cetacea	Hyperoodon	ampullatus	Hyperoodon ampullatus	Hyperoodon_ampullatus_Centroid	Ziphiidae	Hyperoodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	5800	NA	NA	NA	NA	
Cetacea	Hyperoodon	planifrons	Hyperoodon planifrons	Hyperoodon_planifrons_Centroid	Ziphiidae	Hyperoodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	3000	NA	NA	NA	NA	
Cetacea	Indopacetus	pacificus	Indopacetus pacificus	Indopacetus_pacificus_Centroid	Ziphiidae	Indopacetus	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	2200	NA	NA	NA	NA	
Cetacea	Mesoplodon	bidens	Mesoplodon bidens	Mesoplodon_bidens_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	3400	NA	NA	NA	NA	
Cetacea	Mesoplodon	bowdoini	Mesoplodon bowdoini	Mesoplodon_bowdoini_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	2600	NA	NA	NA	NA	
Cetacea	Mesoplodon	carlhubbsi	Mesoplodon carlhubbsi	Mesoplodon_carlhubbsi_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	3400	NA	NA	NA	NA	
Cetacea	Mesoplodon	densirostris	Mesoplodon densirostris	Mesoplodon_densirostris_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	2300	NA	NA	NA	NA	
Cetacea	Mesoplodon	europaeus	Mesoplodon europaeus	Mesoplodon_europaeus_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	5600	NA	NA	NA	NA	
Cetacea	Mesoplodon	ginkgodens	Mesoplodon ginkgodens	Mesoplodon_ginkgodens_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	1500	NA	NA	NA	NA	
Cetacea	Mesoplodon	grayi	Mesoplodon grayi	Mesoplodon_grayi_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	2900	NA	NA	NA	NA	
Cetacea	Mesoplodon	hectori	Mesoplodon hectori	Mesoplodon_hectori_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	1000	NA	NA	NA	NA	
Cetacea	Mesoplodon	layardii	Mesoplodon layardii	Mesoplodon_layardii_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	1500	NA	NA	NA	NA	
Cetacea	Mesoplodon	mirus	Mesoplodon mirus	Mesoplodon_mirus_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	2100	NA	NA	NA	NA	
Cetacea	Mesoplodon	perrini	Mesoplodon perrini	Mesoplodon_perrini_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	877.8	NA	NA	NA	NA	
Cetacea	Mesoplodon	peruvianus	Mesoplodon peruvianus	Mesoplodon_peruvianus_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	615.4	NA	NA	NA	NA	
