Order	Genus	species	Taxon	Phyname	Family	V1	V2	HYP	AA	GO	SF	OT	BU	AL	OL	How scored	Notes	MASS	MASS_our	Mass_Phy	Mass_bm	Mass_Juha1	Mass_Juha2	Mass_Dam	Comments
Primates	Sapajus	apella	Sapajus apella	Sapajus_apella_Centroid	Cebidae	Sapajus	Cebidae	1	0	0	0	0	1	0	0	pictures		2.5	NA	2.5	NA	NA	NA	NA	
Primates	Sapajus	cay	Sapajus cay	Sapajus_cay_Centroid	Cebidae	Sapajus	Cebidae	1	0	0	0	0	1	0	0	pictures		2.7	NA	2.7	NA	NA	NA	NA	
Primates	Sapajus	flavius	Sapajus flavius	Sapajus_flavius_Centroid	Cebidae	Sapajus	Cebidae	1	0	0	0	0	1	0	0	pictures		2.5	NA	2.5	NA	NA	NA	NA	
Primates	Sapajus	libidinosus	Sapajus libidinosus	Sapajus_libidinosus_Centroid	Cebidae	Sapajus	Cebidae	1	0	0	0	0	1	0	0	pictures		3.2	NA	3.2	NA	NA	NA	NA	
Primates	Sapajus	macrocephalus	Sapajus macrocephalus	Sapajus_macrocephalus_Centroid	Cebidae	Sapajus	Cebidae	1	0	0	0	0	1	0	0	pictures		3.2	NA	3.2	NA	NA	NA	NA	
Primates	Sapajus	nigritus	Sapajus nigritus	Sapajus_nigritus_Centroid	Cebidae	Sapajus	Cebidae	1	0	0	0	0	1	0	0	pictures		3.2	NA	3.2	NA	NA	NA	NA	
Primates	Sapajus	robustus	Sapajus robustus	Sapajus_robustus_Centroid	Cebidae	Sapajus	Cebidae	1	0	0	0	0	1	0	0	pictures		3.2	NA	3.2	NA	NA	NA	NA	
Primates	Sapajus	xanthosternos	Sapajus xanthosternos	Sapajus_xanthosternos_Centroid	Cebidae	Sapajus	Cebidae	1	0	0	0	0	1	0	0	pictures		3.2	NA	3.2	NA	NA	NA	NA	
Primates	Allenopithecus	nigroviridis	Allenopithecus nigroviridis	Allenopithecus_nigroviridis_Centroid	Cercopithecidae	Allenopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			4.7	4.7	4.8	3.3	5	4.74996	NA	
Primates	Allochrocebus	lhoesti	Allochrocebus lhoesti	Allochrocebus_lhoesti_Centroid	Cercopithecidae	Allochrocebus	Cercopithecidae	1	0	0	0	0	1	0	0	by genus		5.4	NA	5.4	NA	NA	NA	NA	
Primates	Allochrocebus	preussi	Allochrocebus preussi	Allochrocebus_preussi_Centroid	Cercopithecidae	Allochrocebus	Cercopithecidae	1	0	0	0	0	1	0	0	by genus		5.2	NA	5.2	NA	NA	NA	NA	
Primates	Allochrocebus	solatus	Allochrocebus solatus	Allochrocebus_solatus_Centroid	Cercopithecidae	Allochrocebus	Cercopithecidae	1	0	0	0	0	1	0	0	by genus		6.5	NA	6.5	NA	NA	NA	NA	
Primates	Cercocebus	agilis	Cercocebus agilis	Cercocebus_agilis_Centroid	Cercopithecidae	Cercocebus	Cercopithecidae	1	0	0	0	0	1	0	0			7.11	7.11	8	7.11	6.35	7.10562	NA	
Primates	Cercocebus	atys	Cercocebus atys	Cercocebus_atys_Centroid	Cercopithecidae	Cercocebus	Cercopithecidae	1	0	0	0	0	1	0	0			6.94	6.94	7.6	6.94	6.825	6.94124	5.8	
Primates	Cercocebus	chrysogaster	Cercocebus chrysogaster	Cercocebus_chrysogaster_Centroid	Cercopithecidae	Cercocebus	Cercopithecidae	1	0	0	0	0	1	0	0			11.5	11.5	9.5	11.5	NA	NA	NA	
Primates	Cercocebus	galeritus	Cercocebus galeritus	Cercocebus_galeritus_Centroid	Cercopithecidae	Cercocebus	Cercopithecidae	1	0	0	0	0	1	0	0			5.43	5.43	7.4	5.43	9	7.07766	6	
Primates	Cercocebus	lunulatus	Cercocebus lunulatus	Cercocebus_lunulatus_Centroid	Cercopithecidae	Cercocebus	Cercopithecidae	1	0	0	0	0	1	0	0	by genus		7.3	NA	7.3	NA	NA	NA	NA	
Primates	Cercocebus	sanjei	Cercocebus sanjei	Cercocebus_sanjei_Centroid	Cercopithecidae	Cercocebus	Cercopithecidae	1	0	0	0	0	1	0	0			8.1	8.1	8	11.5	8	NA	NA	
Primates	Cercocebus	torquatus	Cercocebus torquatus	Cercocebus_torquatus_Centroid	Cercopithecidae	Cercocebus	Cercopithecidae	1	0	0	0	0	1	0	0			7.04	7.04	8.1	7.04	6.875	7.29307	5.8	
Primates	Cercopithecus	ascanius	Cercopithecus ascanius	Cercopithecus_ascanius_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			3.31	3.31	3.5	3.31	4.4	3.54024	3.55	
Primates	Cercopithecus	campbelli	Cercopithecus campbelli	Cercopithecus_campbelli_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			3.15	3.15	4.1	3.15	3.75	3.62773	3.6	
Primates	Cercopithecus	cephus	Cercopithecus cephus	Cercopithecus_cephus_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			2.87	2.87	3.5	2.87	3.1025	3.44488	3.5	
Primates	Cercopithecus	denti	Cercopithecus denti	Cercopithecus_denti_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			4	4	4	4	2.07	NA	NA	
Primates	Cercopithecus	diana	Cercopithecus diana	Cercopithecus_diana_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			4.22	4.22	4.2	4.22	5	4.35891	4.3	
Primates	Cercopithecus	dryas	Cercopithecus dryas	Cercopithecus_dryas_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			3	3	3.1	3	2.935	2.78406	NA	
Primates	Cercopithecus	erythrogaster	Cercopithecus erythrogaster	Cercopithecus_erythrogaster_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			3.25	3.25	2.5	3.25	3.05	3.44488	NA	
Primates	Cercopithecus	erythrotis	Cercopithecus erythrotis	Cercopithecus_erythrotis_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			3.25	3.25	3.9	3.25	4	3.25498	NA	
Primates	Cercopithecus	hamlyni	Cercopithecus hamlyni	Cercopithecus_hamlyni_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			7.25	7.25	6.9	4.43	6.68	NA	NA	
Primates	Cercopithecus	lowei	Cercopithecus lowei	Cercopithecus_lowei_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	1	0	0	0	0	1	0			5.5	5.5	4	5.5	NA	NA	NA	
Primates	Cercopithecus	mitis	Cercopithecus mitis	Cercopithecus_mitis_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			6	6	5	6	7.35	5.04129	4.5	
Primates	Cercopithecus	mona	Cercopithecus mona	Cercopithecus_mona_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	1	0	0	0	0	1	0			3.83	3.83	4.2	3.83	4.5	3.98017	NA	
Primates	Cercopithecus	neglectus	Cercopithecus neglectus	Cercopithecus_neglectus_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			4.67	4.67	5.5	4.67	5.98	5.32452	4.35	
Primates	Cercopithecus	nictitans	Cercopithecus nictitans	Cercopithecus_nictitans_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			4.23	4.23	5.8	4.23	4.975	5.25691	4.95	
Primates	Cercopithecus	petaurista	Cercopithecus petaurista	Cercopithecus_petaurista_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			3.65	3.65	2.8	3.65	3.4	3.23367	1.8	
Primates	Cercopithecus	roloway	Cercopithecus roloway	Cercopithecus_roloway_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	1	0	0	0	0	1	0			5.5	5.5	4.6	5.5	NA	NA	NA	
Primates	Cercopithecus	sclateri	Cercopithecus sclateri	Cercopithecus_sclateri_Centroid	Cercopithecidae	Cercopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			3.25	3.25	3.4	3.25	3.25	3.06729	NA	
Primates	Chlorocebus	aethiops	Chlorocebus aethiops	Chlorocebus_aethiops_Centroid	Cercopithecidae	Chlorocebus	Cercopithecidae	1	0	0	0	0	1	0	0			3.73	3.73	4	3.73	5.185	3.69599	4.05	
Primates	Chlorocebus	cynosuros	Chlorocebus cynosuros	Chlorocebus_cynosuros_Centroid	Cercopithecidae	Chlorocebus	Cercopithecidae	1	0	0	0	0	1	0	0			5	5	4	5	3.4	NA	NA	
Primates	Chlorocebus	djamdjamensis	Chlorocebus djamdjamensis	Chlorocebus_djamdjamensis_Centroid	Cercopithecidae	Chlorocebus	Cercopithecidae	1	1	0	0	0	0	1	0			5	5	4	5	NA	NA	NA	
Primates	Chlorocebus	pygerythrus	Chlorocebus pygerythrus	Chlorocebus_pygerythrus_Centroid	Cercopithecidae	Chlorocebus	Cercopithecidae	1	0	0	0	0	1	0	0			5	5	4	5	6.205	NA	NA	
Primates	Chlorocebus	sabaeus	Chlorocebus sabaeus	Chlorocebus_sabaeus_Centroid	Cercopithecidae	Chlorocebus	Cercopithecidae	1	0	0	0	0	1	0	0			5	5	4	5	2.698	NA	NA	
Primates	Chlorocebus	tantalus	Chlorocebus tantalus	Chlorocebus_tantalus_Centroid	Cercopithecidae	Chlorocebus	Cercopithecidae	1	0	0	0	0	1	0	0			5	5	4.7	5	3	NA	NA	
Primates	Colobus	angolensis	Colobus angolensis	Colobus_angolensis_Centroid	Cercopithecidae	Colobus	Cercopithecidae	1	1	0	0	0	0	1	0			14.5	14.5	14.5	8.63	14.5	8.99031	NA	
Primates	Colobus	guereza	Colobus guereza	Colobus_guereza_Centroid	Cercopithecidae	Colobus	Cercopithecidae	1	1	0	0	0	0	1	0			11.4	11.4	16.5	8	11.5	9.92588	9.85	
Primates	Colobus	polykomos	Colobus polykomos	Colobus_polykomos_Centroid	Cercopithecidae	Colobus	Cercopithecidae	1	1	0	0	0	0	1	0			8.51	8.51	9.1	8.51	14	8.79729	7.1	
Primates	Colobus	satanas	Colobus satanas	Colobus_satanas_Centroid	Cercopithecidae	Colobus	Cercopithecidae	1	1	0	0	0	0	1	0			8.91	8.91	12	8.91	9	9.05532	9.5	
Primates	Colobus	vellerosus	Colobus vellerosus	Colobus_vellerosus_Centroid	Cercopithecidae	Colobus	Cercopithecidae	1	1	0	0	0	0	1	0			9.3	9.3	11.5	7.7	8.4	7.70018	NA	
Primates	Erythrocebus	patas	Erythrocebus patas	Erythrocebus_patas_Centroid	Cercopithecidae	Erythrocebus	Cercopithecidae	1	0	0	0	0	1	0	0			5.88	5.88	8.1	5.88	13.9125	7.9663	7.8	
Primates	Lophocebus	albigena	Lophocebus albigena	Lophocebus_albigena_Centroid	Cercopithecidae	Lophocebus	Cercopithecidae	1	0	0	0	0	1	0	0			7	7	7	7	6.675	7.41871	8	
Primates	Lophocebus	aterrimus	Lophocebus aterrimus	Lophocebus_aterrimus_Centroid	Cercopithecidae	Lophocebus	Cercopithecidae	1	0	0	0	0	1	0	0			6.51	6.51	7	6.51	7.5	6.51037	NA	
Primates	Macaca	arctoides	Macaca arctoides	Macaca_arctoides_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			8.85	8.85	5	7.31	10.15	9.35804	NA	
Primates	Macaca	assamensis	Macaca assamensis	Macaca_assamensis_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			9.1	9.1	12	9.1	9.93	8.54689	NA	
Primates	Macaca	cyclopis	Macaca cyclopis	Macaca_cyclopis_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			6.32	6.32	6	6.32	11	5.74894	NA	
Primates	Macaca	fascicularis	Macaca fascicularis	Macaca_fascicularis_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			3.46	3.46	4	3.46	5.105	4.56932	5	
Primates	Macaca	fuscata	Macaca fuscata	Macaca_fuscata_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			8.86	8.86	10.4	8.86	11.65	10.11476	NA	
Primates	Macaca	hecki	Macaca hecki	Macaca_hecki_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			11.2	11.2	9	15	NA	NA	NA	
Primates	Macaca	leonina	Macaca leonina	Macaca_leonina_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			5.5	5.5	6.5	15	7.025	NA	NA	
Primates	Macaca	maura	Macaca maura	Macaca_maura_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			5.58	5.58	7.3	5.58	7.43	7.2903	NA	
Primates	Macaca	mulatta	Macaca mulatta	Macaca_mulatta_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			7.7	7.7	3.7	5.41	8	6.45519	7.85	
Primates	Macaca	munzala	Macaca munzala	Macaca_munzala_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0	by genus		15	NA	15	NA	NA	NA	NA	
Primates	Macaca	nemestrina	Macaca nemestrina	Macaca_nemestrina_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			6.13	6.13	6.3	6.13	9.3935	7.82078	9.1	
Primates	Macaca	nigra	Macaca nigra	Macaca_nigra_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			6.21	6.21	6.4	6.21	7.4	7.35939	9.1	
Primates	Macaca	nigrescens	Macaca nigrescens	Macaca_nigrescens_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			7.7	7.7	9.5	15	NA	NA	NA	
Primates	Macaca	ochreata	Macaca ochreata	Macaca_ochreata_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			2.75	2.75	2.6	2.75	6.375	2.7455	NA	
Primates	Macaca	pagensis	Macaca pagensis	Macaca_pagensis_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			4.53	4.53	6.3	4.53	6.75	4.53466	NA	
Primates	Macaca	radiata	Macaca radiata	Macaca_radiata_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			3.74	3.74	3.7	3.74	5.75	4.99999	NA	
Primates	Macaca	siberu	Macaca siberu	Macaca_siberu_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			6.75	6.75	4.5	15	NA	NA	NA	
Primates	Macaca	silenus	Macaca silenus	Macaca_silenus_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			4.88	4.88	4.8	4.88	8.5	5.99525	NA	
Primates	Macaca	sinica	Macaca sinica	Macaca_sinica_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			4.44	4.44	3.6	4.44	5.06	4.65599	5.15	
Primates	Macaca	sylvanus	Macaca sylvanus	Macaca_sylvanus_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			9.75	9.75	12.2	9.75	9.575	11.47153	12.7	
Primates	Macaca	thibetana	Macaca thibetana	Macaca_thibetana_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			10	10	12	10	18.905	10.59306	NA	
Primates	Macaca	tonkeana	Macaca tonkeana	Macaca_tonkeana_Centroid	Cercopithecidae	Macaca	Cercopithecidae	1	0	0	0	0	1	0	0			10	10	9	10	11.75	10.03553	NA	
Primates	Mandrillus	leucophaeus	Mandrillus leucophaeus	Mandrillus_leucophaeus_Centroid	Cercopithecidae	Mandrillus	Cercopithecidae	1	0	0	0	0	1	0	0			18	18	15	9.09	25.75	14.2533	NA	
Primates	Mandrillus	sphinx	Mandrillus sphinx	Mandrillus_sphinx_Centroid	Cercopithecidae	Mandrillus	Cercopithecidae	1	0	0	0	0	1	0	0			18.3	18.3	18.2	11.9	31	16.68506	NA	
Primates	Miopithecus	ogouensis	Miopithecus ogouensis	Miopithecus_ogouensis_Centroid	Cercopithecidae	Miopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			1.35	1.35	1.3	1.35	NA	NA	NA	
Primates	Miopithecus	talapoin	Miopithecus talapoin	Miopithecus_talapoin_Centroid	Cercopithecidae	Miopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			1.13	1.13	1.5	1.13	1.3675	1.24886	1.25	
Primates	Nasalis	larvatus	Nasalis larvatus	Nasalis_larvatus_Centroid	Cercopithecidae	Nasalis	Cercopithecidae	1	1	0	0	0	0	1	0			11.5	11.5	9	15.1	15.3	12.26565	7.97	
Primates	Papio	anubis	Papio anubis	Papio_anubis_Centroid	Cercopithecidae	Papio	Cercopithecidae	1	0	0	0	0	1	0	0			21.4	21.4	28.3	21.4	19.145	17.72856	19.5	
Primates	Papio	cynocephalus	Papio cynocephalus	Papio_cynocephalus_Centroid	Cercopithecidae	Papio	Cercopithecidae	1	0	0	0	0	1	0	0			15.1	15.1	19.5	15.1	27.7215	15.82215	17.5	
Primates	Papio	hamadryas	Papio hamadryas	Papio_hamadryas_Centroid	Cercopithecidae	Papio	Cercopithecidae	1	0	0	0	0	1	0	0			14	14	15	14	23.1	14.00708	13.9	
Primates	Papio	kindae	Papio kindae	Papio_kindae_Centroid	Cercopithecidae	Papio	Cercopithecidae	1	0	0	0	0	1	0	0	by genus		13	NA	13	NA	NA	NA	NA	
Primates	Papio	papio	Papio papio	Papio_papio_Centroid	Cercopithecidae	Papio	Cercopithecidae	1	0	0	0	0	1	0	0			18	18	15.5	18	15.04	18.02605	19.5	
Primates	Papio	ursinus	Papio ursinus	Papio_ursinus_Centroid	Cercopithecidae	Papio	Cercopithecidae	1	0	0	0	0	1	0	0			23	23	27.9	20.6	27.77	17.72944	18.6	
Primates	Piliocolobus	badius	Piliocolobus badius	Piliocolobus_badius_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0			6.16	6.16	7.8	6.16	9.8	8.4304	8.15	
Primates	Piliocolobus	bouvieri	Piliocolobus bouvieri	Piliocolobus_bouvieri_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0	by genus		10.3	NA	10.3	NA	NA	NA	NA	
Primates	Piliocolobus	epieni	Piliocolobus epieni	Piliocolobus_epieni_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0	by genus		10.3	NA	10.3	NA	NA	NA	NA	
Primates	Piliocolobus	gordonorum	Piliocolobus gordonorum	Piliocolobus_gordonorum_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0			8.2	8.2	8	8.2	10	NA	NA	
Primates	Piliocolobus	kirkii	Piliocolobus kirkii	Piliocolobus_kirkii_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0			7.16	7.16	5.6	7.16	8.25	7.15829	NA	
Primates	Piliocolobus	oustaleti	Piliocolobus oustaleti	Piliocolobus_oustaleti_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0	by genus		10.3	NA	10.3	NA	NA	NA	NA	
Primates	Piliocolobus	pennantii	Piliocolobus pennantii	Piliocolobus_pennantii_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0			7.95	7.95	10.9	7.95	8.4	10.896	NA	
Primates	Piliocolobus	preussi	Piliocolobus preussi	Piliocolobus_preussi_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0			8.87	8.87	9.8	8.87	9.319	8.86571	NA	
Primates	Piliocolobus	rufomitratus	Piliocolobus rufomitratus	Piliocolobus_rufomitratus_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0			8.44	8.44	8	8.44	8.2	8.03075	NA	
Primates	Piliocolobus	temminckii	Piliocolobus temminckii	Piliocolobus_temminckii_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0	by genus		7.3	NA	7.3	NA	NA	NA	NA	
Primates	Piliocolobus	tephrosceles	Piliocolobus tephrosceles	Piliocolobus_tephrosceles_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0			8.2	8.2	9.7	8.2	9.75	NA	NA	
Primates	Piliocolobus	tholloni	Piliocolobus tholloni	Piliocolobus_tholloni_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0			8.2	8.2	8.6	8.2	NA	NA	NA	
Primates	Piliocolobus	waldronae	Piliocolobus waldronae	Piliocolobus_waldronae_Centroid	Cercopithecidae	Piliocolobus	Cercopithecidae	1	1	0	0	0	0	1	0	by genus		5.9	NA	5.9	NA	NA	NA	NA	
Primates	Presbytis	chrysomelas	Presbytis chrysomelas	Presbytis_chrysomelas_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	0	0	0	0	1	0	0			6.55	6.55	7	6.55	7	NA	NA	
Primates	Presbytis	comata	Presbytis comata	Presbytis_comata_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	0	0	0	0	1	0	0			6.2	6.2	6.2	6.2	7	6.55007	NA	
Primates	Presbytis	femoralis	Presbytis femoralis	Presbytis_femoralis_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	1	0	0	0	0	1	0			6.23	6.23	7	6.23	6.5395	7.02691	NA	
Primates	Presbytis	frontata	Presbytis frontata	Presbytis_frontata_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	1	0	0	0	0	1	0			5.62	5.62	6	5.62	5.86	6.0966	NA	
Primates	Presbytis	hosei	Presbytis hosei	Presbytis_hosei_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	1	0	0	0	0	1	0			5.91	5.91	6.5	5.91	6.25	6.27778	NA	
Primates	Presbytis	melalophos	Presbytis melalophos	Presbytis_melalophos_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	1	0	0	0	0	1	0			6.53	6.53	6.3	6.53	5	6.43912	6.3	
Primates	Presbytis	natunae	Presbytis natunae	Presbytis_natunae_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	0	0	0	0	1	0	0			6.55	6.55	4.9	6.55	5.499	NA	NA	
Primates	Presbytis	potenziani	Presbytis potenziani	Presbytis_potenziani_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	1	0	0	0	0	1	0			6.29	6.29	6.4	6.29	6.335	6.44953	NA	
Primates	Presbytis	rubicunda	Presbytis rubicunda	Presbytis_rubicunda_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	1	0	0	0	0	1	0			6.23	6.23	6.3	6.23	6.155	6.34853	6.3	
Primates	Presbytis	siamensis	Presbytis siamensis	Presbytis_siamensis_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	0	0	0	0	1	0	0			5.9	5.9	7	5.9	6.3875	5.89506	NA	
Primates	Presbytis	thomasi	Presbytis thomasi	Presbytis_thomasi_Centroid	Cercopithecidae	Presbytis	Cercopithecidae	1	1	0	0	0	0	1	0			6.73	6.73	6.7	6.73	6.55	6.68999	NA	
Primates	Procolobus	verus	Procolobus verus	Procolobus_verus_Centroid	Cercopithecidae	Procolobus	Cercopithecidae	1	1	0	0	0	0	1	0			3.6	3.6	4	3.6	3.95	3.97786	3.9	
Primates	Pygathrix	cinerea	Pygathrix cinerea	Pygathrix_cinerea_Centroid	Cercopithecidae	Pygathrix	Cercopithecidae	1	0	0	0	0	1	0	0			10.9	10.9	8.3	10.9	NA	NA	NA	
Primates	Pygathrix	nemaeus	Pygathrix nemaeus	Pygathrix_nemaeus_Centroid	Cercopithecidae	Pygathrix	Cercopithecidae	1	0	0	0	0	1	0	0			8.31	8.31	8.3	8.31	11.78	9.4111	NA	
Primates	Pygathrix	nigripes	Pygathrix nigripes	Pygathrix_nigripes_Centroid	Cercopithecidae	Pygathrix	Cercopithecidae	1	1	0	0	0	0	1	0			10.3	10.3	8.3	10.3	9.5	10.33332	NA	
Primates	Rhinopithecus	avunculus	Rhinopithecus avunculus	Rhinopithecus_avunculus_Centroid	Cercopithecidae	Rhinopithecus	Cercopithecidae	1	1	0	0	0	0	1	0			11	11	8	11.3	11.5	9.08619	NA	
Primates	Rhinopithecus	bieti	Rhinopithecus bieti	Rhinopithecus_bieti_Centroid	Cercopithecidae	Rhinopithecus	Cercopithecidae	1	1	0	0	0	0	1	0			9.96	9.96	10	9.96	13.4	11.00054	NA	
Primates	Rhinopithecus	brelichi	Rhinopithecus brelichi	Rhinopithecus_brelichi_Centroid	Cercopithecidae	Rhinopithecus	Cercopithecidae	1	1	0	0	0	0	1	0			12.3	12.3	11.5	12.3	12.25	12.26715	NA	
Primates	Rhinopithecus	roxellana	Rhinopithecus roxellana	Rhinopithecus_roxellana_Centroid	Cercopithecidae	Rhinopithecus	Cercopithecidae	1	1	0	0	0	0	1	0			14.8	14.8	12.1	14.8	22.75	13.4568	NA	
Primates	Rhinopithecus	strykeri	Rhinopithecus strykeri	Rhinopithecus_strykeri_Centroid	Cercopithecidae	Rhinopithecus	Cercopithecidae	1	1	0	0	0	0	1	0	by genus		11.2	NA	11.2	NA	NA	NA	NA	
Primates	Rungwecebus	kipunji	Rungwecebus kipunji	Rungwecebus_kipunji_Centroid	Cercopithecidae	Rungwecebus	Cercopithecidae	1	0	0	0	0	0	0	1	pictures, almost fortified		13	13	13	NA	NA	NA	NA	
Primates	Semnopithecus	ajax	Semnopithecus ajax	Semnopithecus_ajax_Centroid	Cercopithecidae	Semnopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			14.5	14.5	20.1	14.5	NA	NA	NA	
Primates	Semnopithecus	dussumieri	Semnopithecus dussumieri	Semnopithecus_dussumieri_Centroid	Cercopithecidae	Semnopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			14.5	14.5	13.1	14.5	NA	NA	NA	
Primates	Semnopithecus	entellus	Semnopithecus entellus	Semnopithecus_entellus_Centroid	Cercopithecidae	Semnopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			17.2	17.2	14.5	17.2	14	12.67929	12.8	
Primates	Semnopithecus	hector	Semnopithecus hector	Semnopithecus_hector_Centroid	Cercopithecidae	Semnopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			14.5	14.5	17.4	14.5	NA	NA	NA	
Primates	Semnopithecus	hypoleucos	Semnopithecus hypoleucos	Semnopithecus_hypoleucos_Centroid	Cercopithecidae	Semnopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			10	10	8.9	10	10.027	10.02665	NA	
Primates	Semnopithecus	priam	Semnopithecus priam	Semnopithecus_priam_Centroid	Cercopithecidae	Semnopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			14.5	14.5	12.4	14.5	NA	NA	NA	
Primates	Semnopithecus	schistaceus	Semnopithecus schistaceus	Semnopithecus_schistaceus_Centroid	Cercopithecidae	Semnopithecus	Cercopithecidae	1	0	0	0	0	1	0	0			14.5	14.5	17.4	14.5	18.5	NA	NA	
Primates	Simias	concolor	Simias concolor	Simias_concolor_Centroid	Cercopithecidae	Simias	Cercopithecidae	1	1	0	0	0	0	1	0			7.39	7.39	8	7.39	7.675	7.3939	NA	
Primates	Theropithecus	gelada	Theropithecus gelada	Theropithecus_gelada_Centroid	Cercopithecidae	Theropithecus	Cercopithecidae	2	0	0	0	0	0	0	1			12.2	12.2	17	12.2	12.285	15.96411	17.1	
